,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
1113,64993,/upload/607699.webp,"5.0"" Toshiba 112GB",400278,4002,4x1.7,,3,,1600x768,7067,10
1841,64998,/upload/661030.svg,"7.3"" Transcend 176GB",472839,4728,2x2.1,103,1,IPS,,,13
730,65028,/upload/963079.jpeg,"6.6"" iPhone 12 192GB",195332,1953,2x2.9,29,,IPS,1600x768,3031,16
508,65040,/upload/583634.jpeg,"6.0"" Texas Instruments 256GB",99176,991,2x3.7,71,,OLED,2560x768,5590,8
1203,65097,/upload/474718.jpeg,"7.4"" VIVO 128GB",234440,2344,,,1,,1366x1200,,14
426,65100,/upload/397701.jpg,"5.5"" OCZ 32GB",25672,256,4x4.2,,4,AMOLED,2560x1366,3499,
733,65175,/upload/352965.jpeg,"7.0"" Seagate 80GB",440827,4408,,108,4,IPS,1280x1080,2840,
453,65232,/upload/473273.webp,"6.2"" Toshiba 176GB",429077,4290,,,2,,,,15
530,65300,/upload/261055.jpg,"5.4"" Dell 32GB",388157,3881,6x1.0,,,OLED,,2897,
1625,65309,/upload/652023.png,"5.2"" Nokia 96GB",446551,4465,,51,1,AMOLED,,3294,14
144,65316,/upload/588519.jpeg,"5.5"" Toshiba 240GB",429055,4290,8x4.2,114,2,AMOLED,1280x1366,,12
1287,65321,/upload/323519.jpg,"6.2"" Plextor 16GB",90288,902,,,,IPS,,,
1053,65348,/upload/737560.png,"6.3"" Dell 16GB",37681,376,6x2.6,,,IPS,,5541,
726,65363,/upload/886878.svg,"5.4"" Samsung Note 256GB",333174,3331,,99,4,,1600x1366,3016,
1488,65366,/upload/443316.webp,"6.5"" iPhone 12 192GB",177277,1772,6x1.5,,,OLED,1280x1366,6553,9
760,65460,/upload/415236.webp,"5.1"" Alcatel 32GB",381294,3812,,,,,1366x1200,3714,
861,65485,/upload/395101.webp,"5.7"" Corsair 80GB",430694,4306,2x3.0,114,,,,4552,
737,65508,/upload/678948.svg,"5.8"" Gigabyte 144GB",41520,415,6x1.7,107,,IPS,1024x1200,2533,15
570,65523,/upload/307107.png,"5.0"" Xiaomi Mi 64GB",385059,3850,,,3,AMOLED,,4507,5
1112,65568,/upload/52284.jpg,"5.3"" Fujitsu 48GB",385336,3853,4x4.5,114,,,1024x1200,,8
131,65594,/upload/995894.png,"7.4"" IBM 32GB",274100,2741,,,1,AMOLED,,,
395,65617,/upload/305205.jpg,"7.3"" Nokia 96GB",105585,1055,,91,,AMOLED,1280x1200,3419,15
2129,65627,/upload/28426.jpeg,"6.3"" Samsung S21 208GB",242172,2421,8x3.9,,3,OLED,,3780,
716,65683,/upload/798548.jpg,"6.8"" HGST 128GB",272169,2721,8x1.3,,,AMOLED,,,
1636,65728,/upload/435809.png,"6.1"" Dell 208GB",25846,258,2x1.4,,3,OLED,,2542,
2158,65741,/upload/364495.jpg,"7.3"" Seagate 48GB",75714,757,,53,1,,1366x1366,2441,
896,65743,/upload/65930.jpg,"6.5"" ARM 208GB",469930,4699,4x4.2,,2,,,7380,
1482,65748,/upload/158651.svg,"7.5"" Fujitsu 176GB",489670,4896,2x4.5,87,2,IPS,,3986,
1915,65758,/upload/438029.jpeg,"5.1"" Asus 128GB",176803,1768,8x4.4,95,,OLED,1280x768,6377,11
835,65809,/upload/461395.jpg,"5.0"" Micron 224GB",28200,282,,64,,AMOLED,2560x1080,2587,
1600,65810,/upload/875255.png,"5.9"" Kingston 128GB",102816,1028,,117,1,IPS,,,
1570,65811,/upload/206673.jpeg,"5.5"" ZTE 16GB",10463,104,8x1.5,42,3,,,,11
2165,65888,/upload/239501.jpeg,"7.4"" OCZ 208GB",247745,2477,4x3.1,,2,,,7420,
364,65921,/upload/784068.png,"6.9"" VIVO 192GB",224487,2244,6x3.9,,4,IPS,,7713,3
1814,66060,/upload/460773.png,"5.3"" ZTE 240GB",87840,878,,52,,,1366x1366,,
397,66098,/upload/354346.png,"7.1"" Plextor 48GB",434245,4342,,,4,,1600x1080,2559,
2140,66145,/upload/972989.png,"5.5"" Dell 240GB",67940,679,,,1,,1280x1366,,
529,66203,/upload/166509.jpg,"5.9"" iPhone 13 176GB",262609,2626,4x4.6,,3,OLED,1280x768,6807,
949,66269,/upload/757013.jpg,"6.0"" Motorola 32GB",404221,4042,,,2,OLED,,5415,
2228,66366,/upload/31195.png,"5.9"" Apple 32GB",303190,3031,4x1.3,52,2,,2560x2160,,15
1740,66368,/upload/942239.png,"6.0"" Silicon Power 112GB",287664,2876,6x2.3,,,OLED,1366x2160,7096,
1465,66401,/upload/388500.svg,"6.0"" MSI 128GB",28935,289,8x3.6,,3,,1024x1200,,
1699,66428,/upload/15551.svg,"5.0"" Transcend 64GB",498926,4989,6x4.9,113,2,,1280x1200,,16
2182,66466,/upload/316599.jpg,"6.3"" Broadcom 240GB",311926,3119,,,,,1600x1080,5539,6
85,66555,/upload/115177.png,"5.2"" Sony 64GB",115575,1155,,,,OLED,,2007,16
332,66610,/upload/21020.jpg,"5.3"" Toshiba 144GB",143395,1433,2x3.8,19,3,,,,9
1614,66615,/upload/348840.jpg,"7.5"" Micron 144GB",183915,1839,2x2.9,,4,AMOLED,1366x1080,2587,
811,66638,/upload/276032.jpeg,"7.1"" Huawei P 224GB",265911,2659,6x4.8,47,2,AMOLED,,2898,
1978,66732,/upload/758393.jpg,"6.4"" Seagate 16GB",70239,702,6x2.6,,,,1280x1366,,
1549,66760,/upload/618086.svg,"5.8"" Sony 224GB",312166,3121,6x3.0,112,1,IPS,,6057,
2111,66959,/upload/113339.jpeg,"5.7"" Corsair 16GB",317385,3173,2x1.6,,1,AMOLED,1280x768,,15
1367,67001,/upload/89716.svg,"5.8"" IBM 240GB",15558,155,,,,OLED,1024x1366,,9
360,67039,/upload/178685.jpeg,"7.2"" Western Digital 16GB",26878,268,8x2.4,55,,IPS,,2419,5
2008,67065,/upload/404793.jpg,"5.0"" LG 208GB",223140,2231,8x1.6,108,,OLED,,4968,
1891,67075,/upload/207425.jpg,"7.0"" IBM 192GB",164684,1646,8x4.0,,3,OLED,1280x1440,7332,
1928,67113,/upload/118688.webp,"6.0"" Samsung Note 32GB",118088,1180,2x2.1,48,2,AMOLED,1920x1440,6805,2
2178,67124,/upload/50950.jpg,"6.4"" AMD 48GB",242134,2421,,,,OLED,,5181,
1100,67132,/upload/506086.svg,"6.0"" Huawei P 256GB",229239,2292,,77,3,,,5575,4
1667,67181,/upload/602275.jpeg,"7.3"" Microsoft 208GB",122230,1222,,95,3,OLED,,5135,14
323,67194,/upload/619639.webp,"5.0"" HTC 32GB",37175,371,8x3.9,,4,,1366x1080,2605,14
2268,67269,/upload/842057.png,"5.4"" Marvell 128GB",216062,2160,2x3.0,,2,,1600x2160,4925,
1337,67287,/upload/388997.png,"6.0"" iPhone X 128GB",99221,992,4x1.0,66,4,,1280x768,4246,16
886,67357,/upload/269382.png,"6.2"" ZTE 96GB",234878,2348,4x1.6,111,3,IPS,1280x1200,,5
1668,67418,/upload/695187.jpeg,"7.4"" Samsung S21 16GB",434389,4343,,,,,1024x1080,7230,5
2018,67501,/upload/701642.jpeg,"5.5"" Xilinx 160GB",319307,3193,,69,,,,5056,
1490,67519,/upload/349054.png,"6.4"" Xiaomi Mi 144GB",498266,4982,,44,,AMOLED,,,9
301,67545,/upload/819148.svg,"6.4"" Transcend 128GB",396106,3961,,39,3,AMOLED,,,8
1905,67613,/upload/688669.jpg,"5.4"" Kingston 256GB",33143,331,6x1.7,,4,IPS,1600x768,7873,
981,67655,/upload/337194.jpg,"5.0"" LaCie 96GB",247890,2478,6x2.7,,4,,,7176,3
944,67745,/upload/634751.webp,"5.0"" Toshiba 96GB",325928,3259,,109,3,OLED,1920x1080,5586,7
70,67766,/upload/853466.webp,"7.1"" Silicon Power 208GB",469898,4698,,,,,,,13
1365,67806,/upload/521017.svg,"5.9"" Google Pixel 32GB",459868,4598,6x2.5,34,1,IPS,,5060,11
219,67829,/upload/521039.jpeg,"5.0"" OPPO 48GB",111911,1119,,83,4,AMOLED,,,10
1120,67837,/upload/564556.jpeg,"5.9"" iPhone 12 160GB",144453,1444,,63,2,IPS,,,
13,67840,/upload/175960.webp,"6.3"" Nokia 224GB",340552,3405,6x3.7,,,IPS,,,5
2164,67907,/upload/276970.jpeg,"6.6"" Silicon Power 256GB",113536,1135,6x1.7,81,,,2560x1200,7383,16
2001,67920,/upload/365378.webp,"6.7"" HTC 96GB",268848,2688,8x3.2,,1,,,7601,
1626,67938,/upload/1218.jpeg,"5.7"" SanDisk 256GB",209767,2097,,88,3,,1280x1440,2169,14
1871,67964,/upload/213764.jpeg,"7.5"" LG 112GB",63084,630,8x1.7,,3,,,4418,15
1162,68001,/upload/973487.png,"7.0"" Asus 176GB",319900,3199,,,,IPS,1280x1200,,14
2201,68005,/upload/273005.png,"6.9"" HGST 192GB",220952,2209,6x3.9,40,2,IPS,1366x2160,4933,
2147,68019,/upload/753059.png,"6.3"" OCZ 128GB",77225,772,8x4.9,,1,IPS,1280x768,,11
1899,68060,/upload/701581.webp,"5.8"" Xiaomi Mi 96GB",482107,4821,,,4,OLED,,6199,2
1542,68259,/upload/162072.jpg,"6.9"" Hewlett-Packard 256GB",13205,132,2x4.9,,2,OLED,,5267,9
237,68280,/upload/749482.jpg,"6.7"" Broadcom 192GB",415480,4154,6x4.4,,3,,,,
1603,68365,/upload/809186.png,"7.1"" Dell 176GB",139835,1398,4x2.6,30,1,AMOLED,,3588,6
1161,68555,/upload/286932.webp,"6.3"" Nokia 240GB",345620,3456,,20,3,OLED,1024x1440,,
431,68578,/upload/675745.jpeg,"5.8"" Samsung 80GB",300774,3007,6x3.8,,3,IPS,,7503,14
338,68658,/upload/835531.png,"6.2"" VIVO 96GB",457506,4575,4x4.0,101,2,OLED,1280x1366,,10
1205,68668,/upload/228612.webp,"6.4"" MSI 224GB",479849,4798,,,,OLED,,4454,
762,68671,/upload/291124.webp,"5.6"" Kingston 64GB",21839,218,,,3,AMOLED,1920x768,5119,9
447,68716,/upload/740500.webp,"5.0"" Xiaomi Mi 240GB",318345,3183,,85,4,,,6519,
1304,68725,/upload/314723.webp,"5.6"" Samsung Note 80GB",250560,2505,,105,,OLED,2560x2160,,
1983,68744,/upload/384604.jpg,"7.4"" Hewlett-Packard 256GB",263226,2632,,92,1,AMOLED,,6645,
1115,68796,/upload/435386.svg,"6.7"" ZTE 160GB",52055,520,,,2,IPS,1600x1200,5119,
579,68830,/upload/888178.webp,"5.6"" iPhone 12 192GB",68940,689,4x4.4,96,,AMOLED,1366x1366,,
1973,68843,/upload/467144.png,"6.7"" Marvell 128GB",102521,1025,2x2.7,99,4,,,,8
223,68849,/upload/261344.jpeg,"6.9"" Dell 32GB",353671,3536,4x2.7,,1,IPS,1366x1366,3791,6
212,68862,/upload/342062.jpg,"6.9"" Micron 32GB",343562,3435,,128,,OLED,,4287,
2100,68865,/upload/411135.jpg,"6.4"" Toshiba 64GB",298798,2987,6x2.4,,2,,,,
598,68878,/upload/655775.jpg,"6.3"" Lenovo 112GB",421120,4211,2x2.1,,3,,1920x1366,,5
1368,68927,/upload/968822.webp,"5.8"" Dell 192GB",399632,3996,,72,4,OLED,,4477,5
1195,68974,/upload/974170.jpg,"5.2"" Dell 192GB",129534,1295,2x4.0,115,,,,,2
1023,69201,/upload/591691.svg,"6.5"" Qualcomm 256GB",203501,2035,4x3.6,118,,OLED,1366x1080,,12
1696,69202,/upload/975446.jpg,"5.3"" NVIDIA 32GB",173975,1739,2x4.1,,1,IPS,,,12
1647,69220,/upload/249924.svg,"6.2"" Micron 64GB",207544,2075,8x2.1,,1,AMOLED,1920x2160,,11
993,69230,/upload/231308.jpeg,"6.7"" AMD 16GB",264510,2645,4x1.8,51,,,1280x1080,5158,7
1430,69384,/upload/181527.png,"5.1"" Plextor 96GB",194274,1942,,,,AMOLED,,4943,
2248,69504,/upload/837233.webp,"5.3"" MSI 208GB",145138,1451,,,2,IPS,,,
346,69509,/upload/441707.webp,"7.4"" Acer 16GB",210705,2107,2x3.8,,2,OLED,2560x1080,2419,13
1742,69517,/upload/383203.svg,"7.4"" Texas Instruments 144GB",426003,4260,,19,2,AMOLED,,3390,12
2087,69521,/upload/743383.png,"7.5"" Blackberry 64GB",459911,4599,6x4.0,112,4,,2560x768,2657,
1767,69553,/upload/340700.webp,"7.0"" ARM 112GB",116902,1169,8x3.5,103,3,OLED,1600x768,4036,11
1652,69559,/upload/744134.jpeg,"6.4"" LG 240GB",149067,1490,2x2.3,,1,,1600x768,,4
2292,69563,/upload/642065.png,"6.4"" Nokia 16GB",369354,3693,,43,,AMOLED,,,13
77,69597,/upload/562398.webp,"7.4"" Dell 96GB",228882,2288,8x3.3,68,,,1920x1080,,
151,69674,/upload/926545.jpg,"6.9"" OCZ 224GB",453285,4532,8x2.5,30,1,,,,
2074,69683,/upload/181013.jpg,"6.3"" MSI 144GB",364507,3645,2x3.0,,,AMOLED,1920x1366,2108,13
890,69777,/upload/374953.webp,"6.7"" OCZ 48GB",353055,3530,,106,,IPS,1600x768,5455,
577,69808,/upload/15872.jpeg,"7.4"" Microsoft 224GB",66324,663,4x4.2,,1,,2560x2160,3897,10
496,69872,/upload/246395.jpeg,"6.3"" Kingston 128GB",337939,3379,6x1.7,17,2,AMOLED,1366x1440,3400,4
1462,69900,/upload/690849.png,"6.3"" IBM 208GB",73428,734,,47,2,AMOLED,,,10
1727,69949,/upload/436116.jpeg,"6.9"" Dell 48GB",311975,3119,2x5.0,41,,,,5996,10
1442,69951,/upload/828841.svg,"6.0"" Dell 128GB",136078,1360,,19,,,,,13
644,69977,/upload/68484.jpg,"7.1"" Hewlett-Packard 128GB",283022,2830,8x4.9,,2,,,2024,
1485,70058,/upload/471659.jpg,"5.1"" iPhone X 64GB",19417,194,2x2.2,,1,AMOLED,2560x1200,6937,9
1034,70095,/upload/993622.jpeg,"7.1"" Samsung 176GB",67242,672,,69,2,,,2653,
1025,70099,/upload/317815.jpg,"6.0"" Seagate 32GB",49582,495,,64,2,IPS,2560x1366,2995,
1812,70166,/upload/516476.svg,"5.3"" Silicon Power 128GB",150677,1506,,,4,,1600x1080,,9
626,70221,/upload/715400.jpg,"6.9"" Xilinx 128GB",455787,4557,2x3.2,40,,AMOLED,1600x768,,3
1511,70226,/upload/976624.webp,"5.4"" Toshiba 112GB",448517,4485,8x2.8,68,4,OLED,,,16
1245,70300,/upload/977654.jpg,"7.3"" Samsung Note 208GB",246435,2464,,68,3,,2560x1200,5001,8
884,70312,/upload/820385.jpg,"5.3"" LaCie 192GB",230645,2306,2x4.2,115,1,AMOLED,,5386,6
2208,70334,/upload/682873.svg,"7.5"" Hewlett-Packard 256GB",77423,774,,65,1,IPS,,2583,
2295,70399,/upload/190652.jpeg,"7.0"" AMD 192GB",493481,4934,,48,2,,,,
1384,70407,/upload/945512.svg,"5.0"" Kingston 256GB",80602,806,2x4.1,,3,OLED,,3489,15
2189,70418,/upload/328888.jpeg,"7.0"" Marvell 224GB",170550,1705,,71,,AMOLED,1366x1200,,2
1434,70546,/upload/353265.webp,"6.0"" ZTE 160GB",281770,2817,,,2,,,6154,
238,70607,/upload/679943.jpeg,"6.7"" Xilinx 144GB",324716,3247,,91,,IPS,2560x1440,,4
444,70663,/upload/218138.jpeg,"5.6"" Microsoft 128GB",45571,455,,121,,OLED,1920x1440,2190,14
2184,70679,/upload/47756.jpeg,"5.4"" OPPO 128GB",471153,4711,2x4.1,,2,OLED,,,3
492,70789,/upload/494723.svg,"5.0"" Apple 96GB",377431,3774,6x2.1,33,,AMOLED,1366x1080,,13
573,70808,/upload/350474.svg,"6.8"" Blackberry 192GB",413617,4136,8x2.5,126,4,,1024x1440,,
1317,70831,/upload/884148.jpeg,"6.7"" Motorola 160GB",96662,966,,,2,IPS,1280x1366,,2
423,70854,/upload/831373.svg,"7.3"" Western Digital 208GB",444436,4444,,122,,OLED,1280x768,3790,
322,70955,/upload/834922.webp,"7.5"" Dell 64GB",307705,3077,,115,4,OLED,1280x1366,4942,14
2082,71182,/upload/492822.png,"6.1"" Lenovo 208GB",264360,2643,,50,3,AMOLED,1920x768,3252,
2071,71208,/upload/977353.svg,"6.5"" iPhone X 128GB",283277,2832,,,,AMOLED,,,
1246,71379,/upload/244789.svg,"6.0"" Seagate 256GB",463481,4634,,,,OLED,1600x1080,4520,
1285,71419,/upload/836992.svg,"6.2"" Fujitsu 64GB",361311,3613,,,3,OLED,1024x2160,4258,16
549,71436,/upload/199019.png,"7.3"" Intel 208GB",99604,996,4x3.0,71,1,OLED,,,10
471,71465,/upload/913685.svg,"5.4"" AMD 208GB",277243,2772,4x1.2,60,,,,,
351,71502,/upload/832066.jpeg,"6.6"" Nokia 208GB",184253,1842,4x3.4,116,,,1600x768,5296,2
393,71609,/upload/361270.svg,"5.3"" Toshiba 144GB",179673,1796,8x3.7,39,3,OLED,,5043,
305,71621,/upload/226107.jpeg,"6.1"" PNY 208GB",401675,4016,4x2.4,,,IPS,,6771,
1489,71643,/upload/459890.jpg,"5.3"" Fujitsu 160GB",207015,2070,,48,2,,,,
1698,71701,/upload/242301.webp,"7.4"" iPhone X 176GB",346798,3467,2x2.3,,,,1920x1440,4046,
1838,71727,/upload/295880.png,"7.4"" IBM 176GB",65965,659,4x1.2,47,2,AMOLED,,,
342,71754,/upload/438309.jpeg,"5.7"" Seagate 96GB",117035,1170,2x4.2,,2,,1366x1200,4253,
2089,71780,/upload/362025.svg,"7.3"" OCZ 208GB",76712,767,4x3.1,,3,AMOLED,1024x1200,3767,7
2162,71856,/upload/528538.png,"6.7"" Lenovo 16GB",221471,2214,2x1.9,73,,OLED,,,4
1552,71938,/upload/524397.jpg,"7.4"" Microsoft 128GB",213593,2135,4x4.7,57,4,AMOLED,,7690,4
105,71989,/upload/252932.svg,"5.0"" LG 240GB",245148,2451,,,2,,1024x1080,4427,3
2327,72012,/upload/71917.jpg,"5.0"" Samsung S21 96GB",137005,1370,2x3.6,,2,,,6534,3
1399,72071,/upload/792976.webp,"6.6"" LG 176GB",267887,2678,2x2.3,112,4,IPS,1366x2160,6202,
357,72097,/upload/734506.jpg,"6.1"" ASUS 64GB",224686,2246,,45,2,OLED,1366x768,,16
111,72119,/upload/407136.svg,"7.2"" Transcend 176GB",397617,3976,,43,,AMOLED,2560x1080,,
955,72122,/upload/376319.jpg,"6.1"" LaCie 64GB",126153,1261,,,4,IPS,,2298,8
1111,72187,/upload/776042.jpeg,"6.3"" HGST 192GB",241721,2417,,,,,2560x1200,7832,11
1756,72208,/upload/305515.svg,"6.0"" AMD 240GB",205897,2058,8x3.3,,2,IPS,1600x2160,,
1772,72242,/upload/767032.svg,"5.2"" IBM 256GB",186466,1864,,34,3,OLED,1280x1366,,
1722,72326,/upload/819988.jpg,"6.6"" Seagate 240GB",361143,3611,6x4.4,,,IPS,,,4
2110,72329,/upload/394037.jpeg,"6.4"" Silicon Power 64GB",54303,543,,,4,AMOLED,,7216,
1427,72396,/upload/536492.webp,"6.2"" Toshiba 144GB",121967,1219,6x3.4,,,,2560x1366,,3
1221,72409,/upload/152200.jpg,"5.0"" Fujitsu 256GB",257228,2572,,,2,,1366x2160,,2
898,72412,/upload/832525.webp,"5.1"" Xiaomi Mi 80GB",216745,2167,2x1.3,23,3,,,3423,
1800,72441,/upload/237526.webp,"7.2"" Marvell 176GB",37376,373,6x2.4,,2,IPS,,,2
2306,72580,/upload/571761.jpeg,"7.2"" Lenovo 192GB",23756,237,4x3.0,73,1,IPS,1600x768,6431,
666,72607,/upload/849563.jpeg,"5.4"" Dell 128GB",445429,4454,6x4.1,,3,IPS,1600x1080,,3
1945,72650,/upload/582098.svg,"6.0"" Samsung Note 16GB",115833,1158,8x2.6,,2,AMOLED,,5341,5
565,72659,/upload/848925.svg,"7.3"" Toshiba 64GB",186333,1863,8x3.7,,2,AMOLED,,3953,4
1189,72692,/upload/986720.svg,"6.7"" VIVO 80GB",220239,2202,,114,,OLED,,,
1078,72693,/upload/278281.jpg,"6.6"" Xiaomi Mi 32GB",124368,1243,,,,OLED,1024x1366,,8
1738,72761,/upload/10486.png,"5.7"" SanDisk 64GB",198798,1987,8x4.1,,4,,,,12
1075,72799,/upload/602248.png,"5.9"" Kingston 112GB",406681,4066,2x3.8,87,,IPS,,7269,10
88,72849,/upload/459185.png,"7.4"" Blackberry 160GB",141059,1410,2x4.1,78,3,IPS,1366x1080,,10
1394,72864,/upload/952866.svg,"7.4"" Nokia 192GB",391127,3911,8x1.4,,,IPS,,3898,14
1877,72947,/upload/523557.png,"5.7"" ARM 144GB",64745,647,,21,,IPS,,4666,12
1335,72957,/upload/931888.svg,"5.5"" Samsung S21 208GB",23308,233,6x4.0,,4,,1280x768,3683,8
2105,73026,/upload/762223.jpg,"6.2"" Plextor 208GB",161211,1612,,17,,,1366x768,,
741,73064,/upload/688545.png,"6.2"" Marvell 160GB",16940,169,2x2.9,36,4,IPS,1920x1200,,
2322,73129,/upload/581147.svg,"6.1"" ARM 208GB",18961,189,8x2.2,51,2,AMOLED,,,2
928,73158,/upload/672643.webp,"6.3"" Texas Instruments 208GB",276132,2761,,124,,AMOLED,,,6
1303,73196,/upload/900956.png,"5.7"" Acer 64GB",89962,899,,,,AMOLED,,,
2055,73282,/upload/98523.png,"5.8"" Toshiba 48GB",248315,2483,2x4.7,75,,AMOLED,,5007,
610,73287,/upload/608419.webp,"7.4"" Toshiba 176GB",56834,568,2x4.9,72,4,,,,
1154,73288,/upload/698713.png,"7.2"" iPhone 13 96GB",264369,2643,6x2.1,,4,IPS,2560x1440,,
204,73335,/upload/648095.svg,"5.7"" Alcatel 208GB",494871,4948,,,1,,,7216,9
1804,73335,/upload/378975.webp,"7.5"" Huawei P 224GB",450209,4502,,41,3,,,,
1055,73470,/upload/981567.png,"5.1"" ADATA 240GB",417076,4170,8x4.4,104,,IPS,1600x768,2830,9
2247,73512,/upload/328603.jpg,"5.0"" Lenovo 144GB",332226,3322,,22,3,AMOLED,1600x2160,2839,10
532,73516,/upload/518718.jpeg,"5.9"" Gigabyte 64GB",161512,1615,4x3.8,,4,,1366x768,,5
1883,73518,/upload/84377.svg,"5.5"" Lenovo 16GB",354614,3546,,71,,,1024x1440,,10
349,73534,/upload/520380.jpeg,"7.2"" HTC 80GB",289769,2897,6x4.5,61,3,AMOLED,1280x1080,6411,
1200,73542,/upload/532781.webp,"7.3"" OCZ 160GB",353709,3537,6x2.9,89,1,,1024x2160,5368,7
254,73588,/upload/709205.webp,"6.3"" Transcend 128GB",79847,798,6x3.8,,1,IPS,2560x1440,,16
313,73592,/upload/706326.jpeg,"7.2"" Western Digital 48GB",451464,4514,,,1,,1280x1080,4291,4
1670,73604,/upload/546321.webp,"6.7"" Lenovo 16GB",67978,679,4x3.2,28,,,,4162,
1639,73651,/upload/550587.jpeg,"5.6"" AMD 192GB",423971,4239,6x3.2,56,3,,1280x1080,4370,10
1987,73652,/upload/689458.svg,"7.1"" Lenovo 256GB",308006,3080,6x1.8,,,AMOLED,1280x2160,2933,11
1739,73654,/upload/172916.jpeg,"6.0"" Lenovo 256GB",28859,288,6x1.4,35,,,1366x768,,10
43,73702,/upload/176694.webp,"5.4"" Nokia 240GB",155744,1557,6x2.6,108,4,OLED,1366x2160,6256,10
2232,73719,/upload/124918.svg,"5.3"" HTC 224GB",179258,1792,,,3,,1920x1080,2758,
1133,73774,/upload/454229.png,"7.4"" ZTE 144GB",147603,1476,,19,2,AMOLED,1600x1366,,8
257,73815,/upload/58496.jpg,"5.9"" OPPO 64GB",362359,3623,4x3.9,112,,OLED,1024x1200,7683,7
864,73838,/upload/122361.webp,"7.5"" Seagate 96GB",20894,208,,40,4,IPS,1920x1440,,
1822,73843,/upload/236919.svg,"5.2"" LaCie 16GB",381932,3819,6x2.3,52,2,AMOLED,1024x1080,,5
1364,73891,/upload/683.svg,"5.1"" Sony 32GB",324622,3246,,,2,OLED,2560x1080,,
546,73903,/upload/403109.jpg,"7.4"" Sony 240GB",253524,2535,,,,IPS,,6010,14
671,73962,/upload/564728.svg,"5.8"" Silicon Power 96GB",45809,458,4x1.1,48,,IPS,1024x2160,2238,
2078,73973,/upload/416206.svg,"5.7"" Fujitsu 16GB",230334,2303,6x2.4,,,OLED,2560x2160,2138,
36,73999,/upload/70777.png,"5.9"" Huawei P 128GB",411736,4117,2x2.3,,,IPS,,7512,
67,74008,/upload/855929.svg,"7.2"" Sony 176GB",146584,1465,4x2.4,126,,AMOLED,,3271,
12,74010,/upload/668319.jpg,"5.8"" Qualcomm 256GB",432377,4323,,60,,OLED,1600x2160,2848,10
2297,74053,/upload/732649.webp,"7.4"" Intel 48GB",146671,1466,8x3.4,86,,,,,
1656,74076,/upload/652067.svg,"5.8"" Intel 48GB",143993,1439,,36,,AMOLED,1920x1440,4505,13
1785,74192,/upload/883656.png,"5.3"" Google Pixel 192GB",357176,3571,,108,,OLED,,,
1541,74202,/upload/502542.svg,"6.2"" Lenovo 176GB",366929,3669,8x2.0,,,,,,2
1314,74205,/upload/821542.png,"5.7"" Western Digital 64GB",101068,1010,2x1.8,61,,OLED,,6460,15
53,74218,/upload/231044.jpeg,"5.7"" Asus 112GB",428036,4280,4x3.3,,1,IPS,,4523,10
674,74313,/upload/975400.svg,"5.7"" Dell 128GB",126755,1267,,,,AMOLED,1024x768,,
1736,74319,/upload/313414.svg,"7.1"" Texas Instruments 144GB",159336,1593,,,1,AMOLED,1366x1440,,8
1478,74337,/upload/167463.jpeg,"5.7"" Hewlett-Packard 80GB",217416,2174,,,,,1024x2160,3054,3
451,74404,/upload/511411.svg,"6.1"" ARM 48GB",251936,2519,,50,,OLED,1024x1200,7021,
2188,74416,/upload/620804.jpeg,"6.8"" Motorola 32GB",56822,568,4x2.8,21,4,AMOLED,,,
1658,74544,/upload/381566.svg,"5.7"" Lenovo 48GB",52054,520,,,4,,1024x1200,5732,13
2234,74572,/upload/866806.svg,"5.7"" Google Pixel 240GB",288244,2882,,33,,AMOLED,1366x768,3297,
608,74631,/upload/708041.webp,"6.5"" LG 208GB",222371,2223,,20,1,IPS,,,10
868,74650,/upload/37831.png,"5.9"" Transcend 144GB",132944,1329,6x4.6,64,1,OLED,,2477,15
840,74677,/upload/776500.jpg,"6.7"" Samsung 256GB",475753,4757,6x1.3,,1,IPS,,,
1439,74684,/upload/428468.jpg,"5.5"" Apple 224GB",320394,3203,,57,2,OLED,,2467,2
603,74792,/upload/613343.webp,"5.3"" Texas Instruments 112GB",226857,2268,6x3.7,,4,,,4926,
1492,74814,/upload/858213.webp,"6.1"" LG 160GB",115391,1153,,84,,AMOLED,,,3
924,74832,/upload/912335.png,"5.4"" IBM 112GB",34289,342,2x4.4,76,,,1024x768,7157,
2310,74840,/upload/717656.webp,"6.5"" Transcend 64GB",210679,2106,,,2,AMOLED,,7841,
246,74844,/upload/429700.jpg,"6.0"" Google Pixel 176GB",493556,4935,2x2.1,,,,,7894,
1091,74858,/upload/481268.jpg,"6.4"" Lenovo 48GB",485378,4853,,104,2,IPS,1280x1366,,
1532,74882,/upload/164174.jpg,"6.1"" Acer 48GB",99418,994,,,4,AMOLED,1366x1366,3274,
283,74895,/upload/639174.png,"5.9"" Fujitsu 16GB",405402,4054,,94,4,,,3196,
1295,74912,/upload/642860.webp,"6.7"" Asus 256GB",442838,4428,2x4.6,,,AMOLED,2560x2160,,
1217,74970,/upload/472817.webp,"6.0"" HGST 240GB",142881,1428,2x1.1,107,1,,,5240,
1087,74993,/upload/468093.webp,"6.4"" PNY 240GB",431080,4310,4x3.5,,1,IPS,1280x1366,2080,16
1565,74996,/upload/133850.svg,"6.1"" Asus 80GB",400251,4002,,,,,1600x1080,2460,14
1049,75029,/upload/199508.webp,"7.1"" AMD 240GB",281272,2812,8x1.0,73,3,,1280x1200,,
